"Location","Supply Source","Item #","Name","Qty. On Hand","Par Level","Min Level","Reorder Qty","Custom #"," Bin #"," Price"," GL #"," Pack Count"," Custom 1"," Custom 2"," Custom 3"," Ext. Price"
"Transit","Antonina's Bakery","13315","GFI Cinnamon Coffee Cake 12/pk","0","0","0","0","FINISHED GOODS","","51.48","","1","","","","0.00"
"Transit","Antonina's Bakery","M 05240-2","Cinnamon Coffee Cake Item#094235 (54/pallet)","0","0","0","0","FINISHED GOODS","","40.68","","1","","","","0.00"
"Transit","Par Way Tryson Company","M PWTNONGMOSPRAY","Oil Spray Cans Vegalene 6/17oz case (6.375lbs) item#17050 (Order in 150qty)","0","0","0","0","INGREDIENT","","28.02","","1","","","","0.00"
"Sumner Vault","LANDSBERG","P001","Large 4 Cell Panoramic_ 225pc/cs_24pp Item#1552338","186","0","0","0","PACKAGING","","74.25","","1","","","","13810.50"
"Sumner Vault","LANDSBERG","P002","Large 4 Cell Box(12pk)_ Landsberg_25pc/bn_15pp Item#1545845","1890","0","0","0","PACKAGING","","1.25","","1","","","","2362.50"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P003","FLAT Large 4 Cell Box(12Pk) _GLBC_25pc/bn_16pp Item#904320082-001","495","0","0","0","PACKAGING","","38.50","","1","","","","19057.50"
"Sumner Vault","LANDSBERG","P004","LargeBakingCups_NovaCart _10500pc/cs_36pp Item#1555131","48","0","0","0","PACKAGING","","136.00","","1","","","","6528.00"
"Sumner Vault","LANDSBERG","P005","MediumBakingCups _NovaCart_20500pc/cs Item#1474382","109","0","0","0","PACKAGING","","115.83","","1","","","","12625.47"
"Sumner Vault","LANDSBERG","P006","Small 4 Cell GripB (300/cs)","197","0","0","0","PACKAGING","","57.30","","1","","","","11288.10"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P007","Small 4 Cell Box(12 pk)_GLBC _25pc/bn","42","0","0","0","PACKAGING","","27.25","","1","","","","1144.50"
"Sumner Vault","GRIP B","P008","RingCakeLid_GripB_300pc/cs","24","0","0","0","PACKAGING","","32.00","","1","","","","768.00"
"Sumner Vault","PINN PACK","P009","RingCakeLid_PinnPack _540pc/cs","0","0","0","0","PACKAGING","","66.36","","1","","","","0.00"
"Sumner Vault","GRIP B","P010","RingCakeBase_GripB_300pc/cs","38","0","0","0","PACKAGING","","19.44","","1","","","","738.72"
"Sumner Vault","PINN PACK","P011","RingCakeBase_PinnPack _675pc/cs Item#07BR-538-X","0","0","0","0","PACKAGING","","76.79","","1","","","","0.00"
"Sumner Vault","GRIP B","P013","SingleLayerLid_GripB _200pc/cs Item#1517556","126","0","0","0","PACKAGING","","88.72","","1","","","","11178.72"
"Sumner Vault","LANDSBERG","P014","SingleLayerCakeBase_GripB _200pc/cs","235","0","0","0","PACKAGING","","72.56","","1","","","","17051.60"
"Sumner Vault","LANDSBERG","P015","CakePads_Landsberg _200pc/cs","0","0","0","0","PACKAGING","","34.70","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P016","LayerCakeBox_GLBC_25pc/bn","19","0","0","0","PACKAGING","","22.00","","1","","","","418.00"
"Sumner Vault","LANDSBERG","P017","ShrinkWrap_Landsberg _4rl/cs Item#626851","4","0","0","0","PACKAGING","","72.71","","1","","","","290.84"
"Sumner Vault","LANDSBERG","P018","HandTape_Landsberg_36rl/cs Item#626837","4","0","0","0","PACKAGING","","68.07","","1","","","","272.28"
"Sumner Vault","LANDSBERG","P019","MachineTape_Landsberg _6rl/cs Item#626848","5","0","0","0","PACKAGING","","114.49","","1","","","","572.45"
"Sumner Vault","LANDSBERG","P020","PalletPad_Landsberg_250/pl Item#147347","2","0","0","0","PACKAGING","","357.50","","1","","","","715.00"
"Sumner Vault","LANDSBERG","P021","V-Board_Landsberg_2925/pl Item#1476155","1","0","0","0","PACKAGING","","1872.00","","1","","","","1872.00"
"Sumner Vault","LANDSBERG","P022","PalletCovers_Landsberg _1rl/cs Item#1476720","6","0","0","0","SUPPLIES","","156.31","","1","","","","937.86"
"Sumner Vault","LANDSBERG","P023","4X4Labels_Landsberg _6000pc/cs Item#1380686","4","0","0","0","PACKAGING","","124.62","","1","","","","498.48"
"Sumner Vault","LANDSBERG","P024","SheetLiner_Landsberg _1000pc/cs Item#1352339","58","0","0","0","SUPPLIES","","35.50","","1","","","","2059.00"
"Sumner Vault","LANDSBERG","P025","TJ Cinnamon Coffee Cake Muffins Label 14oz_Landsberg_1000pc/rl Item#1540143","62","0","0","0","PACKAGING","","22.40","","1","","","","1388.80"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P026","TJDoubleChocolateMuffins, 14oz_GLBC_1000pc/rl Item#904320073-001","102","0","0","0","PACKAGING","","27.29","","1","","","","2783.58"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P027","AntoninasYellowDecoratedCupcakes, 4pk_GLBC_1000pc/rl Item#904320060-001","32","0","0","0","PACKAGING","","101.58","","1","","","","3250.56"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P028","AntoninasChocolateDecoratedCupcakes, 4pk_GLBC_1000pc/rl Item#904320059-001","29","0","0","0","PACKAGING","","101.58","","1","","","","2945.82"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P029","AntoninasSingleChocolateLayerCake, 30oz_GLBC_1000pc/rl Item#904320061-002","15","0","0","0","PACKAGING","","116.94","","1","","","","1754.10"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P030","AntoninasSingleYellowLayerCake, 30oz_GLBC_1000pc/rl Item#904320062-002","13","0","0","0","PACKAGING","","116.94","","1","","","","1520.22"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P031","AntoninasBlueberryRaspberryMuffins, 14oz_GLBC_1000pc/rl","14","0","0","0","PACKAGING","","66.85","","1","","","","935.90"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P032","AntoninasBlueberryRaspberryMuffins, 10.5oz_GLBC_1000pc/rl Item#904320053-001","9","0","0","0","PACKAGING","","133.01","","1","","","","1197.09"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P033","AntoninasChocolateChipMuffins, 14oz_GLBC_1000pc/rl","11","0","0","0","PACKAGING","","66.85","","1","","","","735.35"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P034","AntoninasChocolateChipMuffins, 10.5oz_GLBC_1000pc/rl Item#904320054-001","9","0","0","0","PACKAGING","","66.85","","1","","","","601.65"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P035","AntoninasLemonPoppySeedMuffins, 14oz_GLBC_1000pc/rl","13","0","0","0","PACKAGING","","66.85","","1","","","","869.05"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P036","AntoninasCinnamonChipMuffin, 14oz_GLBC_1000pc/rl","8","0","0","0","PACKAGING","","66.85","","1","","","","534.80"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P037","SimpleTruthCelebrationCake, 16oz_GLBC_GLBC_1000pc/rl","11","0","0","0","PACKAGING","","29.72","","1","","","","326.92"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P038","SimpleTruthDoubleChocolateCake, 16oz_GLBC_1000pc/rl Item#904320008-001","12","0","0","0","PACKAGING","","29.72","","1","","","","356.64"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P039","TJPumpkinMuffins, 14oz_GLBC_1000pc/rl","144","0","0","0","PACKAGING","","29.90","","1","","","","4305.60"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P040","TJ Triple Ginger Muffins, 14oz_GLBC_1000pc/rl Item#904320083-001","65","0","0","0","PACKAGING","","27.29","","1","","","","1773.85"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I001","WhiteRiceFlour_WesternFoods _50lb/bg_50pp Item#202621","52","0","0","0","INGREDIENT","","44.21","","1","","","","2298.92"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I002","BrownRiceFlour_WesternFoods _50lb/bg_50pp Item#202628","17","0","0","0","INGREDIENT","","46.19","","1","","","","785.23"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I003","PotatoStarch_Agridient _50lb/bg_50pp Item#202677","20","0","0","0","INGREDIENT","","54.69","","1","","","","1093.80"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I004","TapiocaStarch_Ingredion _50lb/bg_50pp Item#202562","0","0","0","0","INGREDIENT","","60.11","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I005","Tapioca Starch_Agridient _50lb/bg_50pp","0","0","0","0","INGREDIENT","","57.52","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I006","CornStarch_Tate&Lyle _50lb/bg_45pp Item#202769","0","0","0","0","INGREDIENT","","39.60","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I007","CocoaPowder_Cargill _50lb/bg_50pp Item#202263","59","0","0","0","INGREDIENT","","126.30","","1","","","","7451.70"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I009","SugarGranulated_Lantic _50lb/bg_50pp","0","0","0","0","INGREDIENT","","27.18","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I010","Brown Sugar Imperial Item#200253 (50lb/bag)","71","0","0","0","INGREDIENT","","39.68","","1","","","","2817.28"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I011","Salt_Morton_50lb/bg Item#202612","12","0","0","0","INGREDIENT","","25.65","","1","","","","307.80"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I012","SugarPowdered_ImperialSugar _50lb/bg_50pp Item#200270","53","0","0","0","INGREDIENT","","40.19","","1","","","","2130.07"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I013","BakingSoda_GenesisAlkali _50lb/bg Item#200214","19","0","0","0","INGREDIENT","","40.89","","1","","","","776.91"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I014","BakingPowder_DakotaBlenders _50lb/bg Item#202576","42","0","0","0","INGREDIENT","","120.96","","1","","","","5080.32"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I015","XanthanGum_Fufeng_50lb/bg Item#201594","0","0","0","0","INGREDIENT","","337.06","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I016","EggsLiquid_Willamette_40lb/cs Item#1159","182","0","0","0","INGREDIENT","","84.80","","1","","","","15433.60"
"Sumner Vault","MEDOSWEET","I017","EggsLiquid_Stiebrs_30lb/cs","0","0","0","0","INGREDIENT","","84.80","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I018","Buttermilk_CountyMorningFarms _5ga/bg_45pp","0","0","0","0","INGREDIENT","","17.12","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I019","Buttermilk_SmithBrotherFarms _5ga/bg_45pp","0","0","0","0","INGREDIENT","","17.12","","1","","","","0.00"
"Sumner Vault","PETERSON","I020","Sourcream_Daisy_27lb/cs_84pp Item#IDA645","221","0","0","0","INGREDIENT","","38.86","","1","","","","8588.06"
"Sumner Vault","MEDOSWEET","I021","ButterUnsalted_Darigold_55lb/cs Item#2235","25","0","0","0","INGREDIENT","","193.42","","1","","","","4835.50"
"Sumner Vault","MEDOSWEET","I022","HeavyCream_Medosweet_5ga/cs Item#801","0","0","0","0","INGREDIENT","","90.58","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I023","BlueberryFrozen_DawnFoods _30lb/cs Item#760357","0","0","0","0","INGREDIENT","","81.68","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I024","RaspberryFrozen_DawnFoods _25lb/bx Item#215251","0","0","0","0","INGREDIENT","","148.20","","1","","","","0.00"
"Sumner Vault","PETERSON","I025","DoblaMistral_Dobla _1085pc/cs Item#27630","95","0","0","0","INGREDIENT","","56.32","","1","","","","5350.40"
"Sumner Vault","PETERSON","I026","DoblaForestShaving_Dobla _2850pc/cs Item#25811","20","0","0","0","INGREDIENT","","520.49","","1","","","","10409.80"
"Sumner Vault","PETERSON","I027","DoblaTwister_Dobla _18900pc/cs Item#25820","10","0","0","0","INGREDIENT","","388.74","","1","","","","3887.40"
"Sumner Vault","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","1481","0","0","0","INGREDIENT","","47.25","","1","","","","69977.25"
"Sumner Vault","SA MILLIGAN","I031","CinnamonGround_SonHaSpice _25lb/cs","8","0","0","0","INGREDIENT","","102.50","","1","","","","820.00"
"Sumner Vault","FLAVORCHEM","I032","Cinnamon_Flavorchem _55ga/dr_4pp Item#25.998","1210","0","0","0","INGREDIENT","","28.75","","1","","","","34787.50"
"Sumner Vault","RIA DISTRIBUTION","I033","VanillaExtract_RiaDistribution _55ga/dr_4pp","9","0","0","0","INGREDIENT","","2538.75","","1","","","","22848.75"
"Sumner Vault","COSTCO","I034","SugarInTheRaw_Costco_ 6lb/bg_210pp Item#317946","592","0","0","0","INGREDIENT","","7.99","","1","","","","4730.08"
"Sumner Vault","BAKE MARK","I035","SugarCrystal_C&H _25lb/bg_84pp Item#9485","77","0","0","0","INGREDIENT","","35.99","","1","","","","2771.23"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I037","ChocolateChips_BarryChallebaut _44lb/bg Item#203015","0","0","0","0","INGREDIENT","","129.62","","1","","","","0.00"
"Sumner Vault","BAYCO","I038","ChocolateChips_Unigra _50lb/bg Item#4032","0","0","0","0","INGREDIENT","","130.00","","1","","","","0.00"
"Sumner Vault","SA MILLIGAN","I039","Nutmeg_PacificSpiceCompany _25lb/cs Item#747001-950","1","0","0","0","INGREDIENT","","500.00","","1","","","","500.00"
"Sumner Vault","SA MILLIGAN","I040","Cloves_PacificSpiceCompany _25lb/cs Item#729001-950","1","0","0","0","INGREDIENT","","375.00","","1","","","","375.00"
"Sumner Vault","FOOD GUYS","I042","GFRolledOats_Inmolsia _50lb/bg Item#FT.I.HI","15","0","0","0","INGREDIENT","","71.00","","1","","","","1065.00"
"Sumner Vault","SA MILLIGAN","I043","AllSpice_PacificSpiceCompany _25lb/bg Item#713001-925","6","0","0","0","INGREDIENT","","152.50","","1","","","","915.00"
"Sumner Vault","SA MILLIGAN","I044","SpiceBlend_SAMilligan _50lb/cs Item#901801-950","18","0","0","0","INGREDIENT","","315.00","","1","","","","5670.00"
"Sumner Vault","SA MILLIGAN","I045","GingerGround_HudsonTraders _50lb/bg Item#737001-950-AB","7","0","0","0","INGREDIENT","","187.50","","1","","","","1312.50"
"Sumner Vault","THE GINGER PEOPLE","I046","GingerPuree_TheGingerPeople _22.05lb/BLItem#25116","241","0","0","0","INGREDIENT","","48.95","","1","","","","11796.95"
"Sumner Vault","THE GINGER PEOPLE","I047","GingerinSyrup_TheGingerPeople _29.8lb/bkItem#21244","172","0","0","0","INGREDIENT","","87.91","","1","","","","15120.52"
"Sumner Vault","THE GINGER PEOPLE","I048","GingerCrystalized_TheGingerPeople _25.4lb/bg Item#20144","58","0","0","0","INGREDIENT","","112.52","","1","","","","6526.16"
"Sumner Vault","OLIVE NATION","I051","LemonEmulsion_OliveNation _1gal Item#BAI14","0","0","0","0","INGREDIENT","","63.99","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I052","PoppySeed_Bayst_50lb/bg Item#250241","0","0","0","0","INGREDIENT","","117.63","","1","","","","0.00"
"Sumner Vault","COSTCO","I008","Coffee_Folgers _1lb/jg_ 480pp Item#24722","336","0","0","0","INGREDIENT","","10.69","","1","","","","3591.84"
"Sumner Vault","DSM","I029","A2_Maxapal_44lb/jg Item#20821","7","0","0","0","INGREDIENT","","5589.20","","1","","","","39124.40"
"Sumner Vault","FLAVORCHEM","I036","ChocolateFlavor_Flavorchem _5ga/jg Item#17.1179","8","0","0","0","INGREDIENT","","77.97","","1","","","","623.76"
"Sumner Vault","OLIVE NATION","I049","LemonExtract_OliveNation _1gal Item#AAQ128","0","0","0","0","INGREDIENT","","42.99","","1","","","","0.00"
"Sumner Vault","OLIVE NATION","I050","LemonOil_OliveNation _32floz Item#OCY14","0","0","0","0","INGREDIENT","","113.99","","1","","","","0.00"
"Sumner Vault","CEREAL INGREDIENTS","I041","Cinnamon Chips Inclusions (50lb/cs)Item#2756-4","262","0","0","0","INGREDIENT","","139.00","","1","","","","36418.00"
"Sumner Vault","SYSCO","I053","Mayonnaise_Sysco _30lb/cs_60pp Item#4116489","42","0","0","0","INGREDIENT","","47.99","","1","","","","2015.58"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I054","SunflowerLecithin_ NavadaImports_44lb/cs Item#203018","12","0","0","0","INGREDIENT","","687.80","","1","","","","8253.60"
"Sumner Vault","BAYCO","I055","PalmShortening_Olera_50lb/cs Item#3639","143","0","0","0","INGREDIENT","","64.90","","1","","","","9280.70"
"Sumner Vault","SYSCO","I056","OilSprayCans_ParwayTryson _6btls/cs","268","0","0","0","INGREDIENT","","42.89","","1","","","","11494.52"
"Sumner Vault","MEDOSWEET","I058","Milk2%_SmithBrotherFarms Item#0206","0","0","0","0","INGREDIENT","","3.08","","1","","","","0.00"
"Sumner Vault","BC FOODS","I057","PumpkinPowder_BCFoods _50lb/cs","48","0","0","0","INGREDIENT","","215.00","","1","","","","10320.00"
"Sumner Vault","Uline","P041","CleanMatPad_Uline_60sh/ct Item#H-3465BLU","6","0","0","0","SUPPLIES","","58.00","","1","","","","348.00"
"Sumner Vault","MEDOSWEET","I059","Buttermilk_EdaleenDairy _5ga/bg_45pp Item#0507","56","0","0","0","INGREDIENT","","15.98","","1","","","","894.88"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P012","RingCakeBox(12pk)_GLBC _25pc/bn","11","0","0","0","PACKAGING","","29.00","","1","","","","319.00"
"Sumner Vault","BRIDGEWELL","I060","TapiocaStarch_Bridgewell _50lb/bg","83","0","0","0","INGREDIENT","","55.00","","1","","","","4565.00"
"Sumner Vault","Uline","P043","RedHairNet_Uline_100pc/pk Item#S-10480R","1","0","0","0","SUPPLIES","","6.50","","1","","","","6.50"
"Sumner Vault","Uline","P044","BlueHairNet_Uline_100pc/pk Item#S-10480BLU","8","0","0","0","SUPPLIES","","6.50","","1","","","","52.00"
"Sumner Vault","Uline","P045","WhiteHairNet_Uline_100pc/pk Item#S-10480W","12","0","0","0","SUPPLIES","","6.50","","1","","","","78.00"
"Sumner Vault","Uline","P046","JumboRolls_Uline_950pc/rl Item#S-19385","0","0","0","0","SUPPLIES","","54.00","","1","","","","0.00"
"Sumner Vault","Uline","P047","PaperTowels_Uline_6rl/cs Item#S-12849","1","0","0","0","SUPPLIES","","45.00","","1","","","","45.00"
"Sumner Vault","Uline","P048","BeardNets_Uline_100pc/pk Item#S-9635W","1","0","0","0","SUPPLIES","","6.50","","1","","","","6.50"
"Sumner Vault","Uline","P049","Aprons_Uline_100pc/pk Item#S-10485W","11","0","0","20","SUPPLIES","","0.00","","1","","","","0.00"
"Sumner Vault","Uline","P050","ShoeCovers_Uline_80pc/pk Item#S-16129","0","0","0","23","SUPPLIES","","20.00","","1","","","","0.00"
"Sumner Vault","Amazon","P051","XLG.Gloves_Amazon_1800pc/cs","0","0","0","0","SUPPLIES","","152.79","","1","","","","0.00"
"Sumner Vault","Amazon","P052","LG.Gloves_Amazon_2000pc/cs","1","0","0","0","SUPPLIES","","152.79","","1","","","","152.79"
"Sumner Vault","Amazon","P053","MED.Gloves_Amazon_2000pc/cs","0","0","0","0","SUPPLIES","","152.79","","1","","","","0.00"
"Sumner Vault","Amazon","P054","SM.Gloves_Amazon_2000pc/cs","0","0","0","0","PACKAGING","","152.79","","1","","","","0.00"
"Sumner Vault","Amazon","P055","HandsFreeSoap_Amazon_2bt/cs","1","0","0","0","SUPPLIES","","56.26","","1","","","","56.26"
"Sumner Vault","Amazon","P061","WetFloorWipes_Amazon_4pk/cs","0","0","0","0","SUPPLIES","","30.11","","1","","","","0.00"
"Sumner Vault","Amazon","P056","RegularSoap_Amazon_6bt/cs","0","0","0","1","SUPPLIES","","34.94","","1","","","","0.00"
"Sumner Vault","Amazon","P057","TolietPaperTork_Amazon_12rl/cs","2","0","0","1","SUPPLIES","","49.63","","1","","","","99.26"
"Sumner Vault","Amazon","P058","HandSanitizer_Amazon_2bt/cs","0","0","0","1","SUPPLIES","","22.49","","1","","","","0.00"
"Sumner Vault","Amazon","P059","8X11Paper_Amazon_10rm/cs","0","0","0","1","SUPPLIES","","51.34","","1","","","","0.00"
"Sumner Vault","Amazon","P060","11X17Paper_Amazon_5rm/cs","0","0","0","1","SUPPLIES","","67.16","","1","","","","0.00"
"Sumner Vault","BAYCO","I061","ChocolateChips_Cordillera _50lb/bg Item#1058763","160","0","0","1","INGREDIENT","","130.00","","1","","","","20800.00"
"Sumner Vault","CEREAL INGREDIENTS","i062","PumpkinInclusions_CII_50lb/bg Item#21100","0","0","0","1","INGREDIENT","","150.50","","1","","","","0.00"
"Sumner Vault","LANDSBERG","P062","MiniBakingCups_NovaCart _30000pc/cs Item#N1J38250","92","0","0","1","PACKAGING","","103.20","","1","","","","9494.40"
"Sumner Vault","LANDSBERG","P063","12CellTray_Inline_250pc/cs","3","0","0","0","PACKAGING","","82.52","","1","","","","247.56"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P064","Large4CellBox(8pk)_GLBC_25pc/bn","72","0","0","0","PACKAGING","","1.00","","1","","","","72.00"
"Sumner Vault","GRIP B","P065","12cell_GripB_300pc/cs","0","0","0","1","PACKAGING","","52.70","","1","","","","0.00"
"GLBC Warehouse","GREAT LITTLE BOX COMPANY","P003","FLAT Large 4 Cell Box(12Pk) _GLBC_25pc/bn_16pp Item#904320082-001","0","0","0","0","PACKAGING","","38.50","","1","","","","0.00"
"GLBC Warehouse","LANDSBERG","P006","Small 4 Cell GripB (300/cs)","0","0","0","0","PACKAGING","","57.30","","1","","","","0.00"
"GLBC Warehouse","GRIP B","P008","RingCakeLid_GripB_300pc/cs","0","0","0","0","PACKAGING","","32.00","","1","","","","0.00"
"GLBC Warehouse","GRIP B","P010","RingCakeBase_GripB_300pc/cs","0","0","0","0","PACKAGING","","19.44","","1","","","","0.00"
"GLBC Warehouse","GRIP B","P013","SingleLayerLid_GripB _200pc/cs Item#1517556","0","0","0","0","PACKAGING","","88.72","","1","","","","0.00"
"GLBC Warehouse","LANDSBERG","P014","SingleLayerCakeBase_GripB _200pc/cs","0","0","0","0","PACKAGING","","72.56","","1","","","","0.00"
"GLBC Warehouse","LANDSBERG","P063","12CellTray_Inline_250pc/cs","0","0","0","0","PACKAGING","","82.52","","1","","","","0.00"
"GLBC Warehouse","GREAT LITTLE BOX COMPANY","P064","Large4CellBox(8pk)_GLBC_25pc/bn","0","0","0","0","PACKAGING","","1.00","","1","","","","0.00"
"GLBC Warehouse","GRIP B","P065","12cell_GripB_300pc/cs","0","0","0","1","PACKAGING","","52.70","","1","","","","0.00"
"Peterson Warehouse","GREAT LITTLE BOX COMPANY","P003","FLAT Large 4 Cell Box(12Pk) _GLBC_25pc/bn_16pp Item#904320082-001","0","0","0","0","PACKAGING","","38.50","","1","","","","0.00"
"Peterson Warehouse","LANDSBERG","P006","Small 4 Cell GripB (300/cs)","110","0","0","0","PACKAGING","","57.30","","1","","","","6303.00"
"Peterson Warehouse","GRIP B","P008","RingCakeLid_GripB_300pc/cs","0","0","0","0","PACKAGING","","32.00","","1","","","","0.00"
"Peterson Warehouse","GRIP B","P010","RingCakeBase_GripB_300pc/cs","0","0","0","0","PACKAGING","","19.44","","1","","","","0.00"
"Peterson Warehouse","GRIP B","P013","SingleLayerLid_GripB _200pc/cs Item#1517556","617","0","0","0","PACKAGING","","88.72","","1","","","","54740.24"
"Peterson Warehouse","LANDSBERG","P014","SingleLayerCakeBase_GripB _200pc/cs","528","0","0","0","PACKAGING","","72.56","","1","","","","38311.68"
"Peterson Warehouse","LANDSBERG","P063","12CellTray_Inline_250pc/cs","456","0","0","0","PACKAGING","","82.52","","1","","","","37629.12"
"Peterson Warehouse","GREAT LITTLE BOX COMPANY","P064","Large4CellBox(8pk)_GLBC_25pc/bn","0","0","0","0","PACKAGING","","1.00","","1","","","","0.00"
"Peterson Warehouse","GRIP B","P065","12cell_GripB_300pc/cs","273","0","0","1","PACKAGING","","52.70","","1","","","","14387.10"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I030","Molasses_InternationalMolasses _645lb/dr","15","0","0","1","INGREDIENT","","645.00","","1","","","","9675.00"
"Peterson Warehouse","GRIP B","P066","Small4cell_GripB_300pc/cs","110","0","0","0","PACKAGING","","33.84","","1","","","","3722.40"
"Sumner Vault","LANDSBERG","P067","Small4Cell_Panoramic _260pc/cs","24","0","0","0","PACKAGING","","57.30","","1","","","","1375.20"
"Sumner Vault","GRIP B","P068","Large4Cell_GripB _300pc/cs","25","0","0","1","PACKAGING","","45.27","","1","","","","1131.75"
"Sumner Vault","GLBC","P042","BubbleWrap","3","0","0","1","PACKAGING","","156.28","","1","","","","468.84"
"Sumner Vault","GRIP B","P070","TulipCups_GripB_5000pc/cs","172","0","0","1","PACKAGING","","0.00","","1","","","","0.00"
"Sumner Vault","BAKE MARK","I063","SugarGranulated_C&H_50lb/bg","202","0","0","1","INGREDIENT","","35.90","","1","","","","7251.80"
"Sumner Vault","SYSCO","I064","OilSprayCans_Sysco_6bt/cs","57","0","0","1","INGREDIENT","","28.02","","1","","","","1597.14"
"Manteca Warehouse","Antonina's Bakery","M 942355","WA Trader Joes Cinnamon Coffee Cake (12pk) 1/16oz","0","0","0","0","FINISHED GOODS","","40.68","","1","","","","0.00"
"Manteca Warehouse","Antonina's Bakery","M TJGFPUMPKINMUFFIN","Trader Joes GF Pumpkin Muffin 12pk Item#174618","0","0","0","0","FINISHED GOODS","","38.64","","1","","","","0.00"
"Manteca Warehouse","Antonina's Bakery","M 174110","TJ  Double Chocolate Muffin 12pk Item#74110 (60/pallet)","0","0","0","0","FINISHED GOODS","","40.06","","1","","","","0.00"
"Manteca Warehouse","Antonina's Bakery","M 05240-2","Cinnamon Coffee Cake Item#094235 (54/pallet)","1339","0","0","0","FINISHED GOODS","","40.68","","1","","","","54470.52"
"Manteca Warehouse","BAYCO","M BYCOAPFLOUR50","All purpose flour 50lb/bg item#1060","0","0","0","0","INGREDIENT","","19.90","","1","","","","0.00"
"Manteca Warehouse","BAYCO","M BYCOGRANSG5126","Sugar Granulated Cane 50lb/bg item#5125","0","0","0","0","INGREDIENT","","38.55","","1","","","","0.00"
"Manteca Warehouse","PINN PACK","M 07D-375-W-X Ring cake lid","07D-375-W-X Ring cake lid 540/cs","147","0","0","0","PACKAGING","","66.36","","1","","","","9754.92"
"Manteca Warehouse","PINN PACK","M 07BR-538-X","Ring Cake Base 675/cs","66","0","0","0","PACKAGING","","76.79","","1","","","","5068.14"
"Manteca Warehouse","BAYCO","M BYCOCFEFRZN30","Cage Free Whole Eggs Frozen 30lb/bkt item#0942 60pp","0","0","0","0","INGREDIENT","","72.90","","1","","","","0.00"
"Manteca Warehouse","BAYCO","M 4032","Vegan Semi Sweet Chocolate Chips 1M Item#4032 (50lb/case)","0","0","0","0","INGREDIENT","","130.00","","1","","","","0.00"
"Manteca Warehouse","BAYCO","M BYCOBRSG5125","Brown Sugar C&H 50lb/bg item#5124","0","0","0","0","INGREDIENT","","39.90","","1","","","","0.00"
"Manteca Warehouse","LANDSBERG","M LAN1476207","48"" V-Board 2,939/pallet","2983","0","0","0","PACKAGING","","0.46","","1","","","","1372.18"
"Manteca Warehouse","LANDSBERG","M 166746","14x14x12","32","0","0","0","PACKAGING","","35.50","","1","","","","1136.00"
"Manteca Warehouse","LANDSBERG","M LAN800307","Shrink Cake Band 283x30 + 8x05 Clear 4M/CS","15","0","0","0","PACKAGING","","250.00","","1","","","","3750.00"
